Well,Mean,StDev,0;4,1;4,2;4,3;4,4;4,4;3,3;3,2;3,1;3,0;3,0;2,1;2,2;2,3;2,4;2,4;1,3;1,2;1,1;1,0;1,0;0,1;0,2;0,3;0,4;0
A3,1.3035999537,0.1997999996,1.6693999767,1.5442999601,1.426699996,1.5714000463,1.910400033,1.5205999613,1.3437000513,1.1555000544,1.1969000101,1.2179000378,1.1632000208,1.1356999874,1.1870000362,1.2182999849,1.3430999517,1.263800025,1.2443000078,1.2103999853,1.132799983,1.0922000408,1.1631000042,1.1200000048,1.2755000591,1.2706999779,1.2123999596
B3,1.0009000301,0.3711000085,1.7131999731,1.3894000053,1.3930000067,1.4993000031,1.7419999838,1.4437999725,1.0463000536,0.8845999837,0.7393000126,1.0546000004,0.6459000111,0.6151999831,0.6664000154,1.0041999817,1.1294000149,1.1480000019,0.8504999876,0.6841999888,0.5633999705,0.5939999819,0.6121000051,0.5981000066,0.7225000262,0.945200026,1.3381999731
C3,0.9847999811,0.5112000108,1.9132000208,1.600399971,1.7312999964,1.3207999468,1.7039999962,1.4874999523,1.2779999971,1.2960000038,0.9628000259,1.4569000006,1.2741999626,0.5497000217,1.1548999548,0.7972000241,0.5698000193,0.6367999911,0.5034000278,0.5288000107,0.5435000062,0.3777999878,0.3679000139,0.621999979,0.2615999877,0.3537999988,1.3267999887
D3,1.8775000572,0.1604000032,2.0783998966,2.0634000301,2.2137999535,1.9998999834,1.8809000254,2.0006999969,1.921399951,1.8088999987,1.8248000145,1.9730000496,1.7400000095,1.7703000307,1.586599946,1.7730000019,2.1147999763,2.0648999214,1.5868999958,1.6360000372,1.8346999884,1.8452999592,1.8724999428,1.7828999758,1.799399972,1.8442000151,1.9201999903
E3,1.4186999798,0.2066999972,1.6920000315,1.7154999971,1.7332999706,1.7340999842,1.6857999563,1.6090999842,1.5915999413,1.4479000568,1.4100999832,1.5228999853,1.3482999802,1.1862000227,1.3015999794,1.4012000561,1.5220999718,1.4802999496,1.3272000551,1.1692999601,1.1351000071,1.21510005,1.3073999882,1.0923999548,1.1150000095,1.2678999901,1.4550000429
F3,1.2915999889,0.1176000014,1.4958000183,1.3293999434,1.4534000158,1.3434000015,1.3559000492,1.4684000015,1.0478999615,1.2294000387,1.4198999405,1.4162000418,1.1895999908,1.3107000589,1.1282000542,1.3451999426,1.3030999899,1.2170000076,1.2053999901,1.1559000015,1.3609000444,1.1417000294,1.2788000107,1.1973999739,1.2182999849,1.2651000023,1.4133000374
G3,0.9394000173,0.2957000136,1.385800004,1.3144999743,1.2001999617,1.413599968,1.5305999517,1.4124000072,1.1855000257,0.7548000216,0.9566000104,1.0476000309,0.649699986,0.8547000289,0.939899981,0.7681000233,1.0102000237,0.8713999987,0.6284000278,0.6503999829,0.6599000096,0.6237999797,0.6625999808,0.6779999733,0.7110999823,0.6230999827,0.951399982
H3,0.9720000029,0.4011000097,1.546399951,1.4264999628,1.434499979,1.5842000246,1.6046999693,1.6469999552,1.0389000177,0.8964999914,0.8252999783,1.3174999952,0.66049999,0.576300025,0.7347000241,0.7215999961,1.087100029,1.2336000204,0.9415000081,0.6517000198,0.5146999955,0.5690000057,0.4740000069,0.4393000007,0.5073999763,0.7761999965,1.089599967
A4,1.5647000074,0.1270000041,1.4086999893,1.6371999979,1.6420999765,1.7707999945,1.9065999985,1.8061000109,1.6843999624,1.5196000338,1.3776999712,1.5174000263,1.496999979,1.4874000549,1.5802999735,1.619699955,1.6253999472,1.5167000294,1.4825999737,1.5489000082,1.4855999947,1.5381000042,1.5677000284,1.4521000385,1.5743999481,1.4187999964,1.4521000385
B4,1.0865000486,0.3368999958,1.641800046,1.6938999891,1.3214999437,1.3486000299,1.6457999945,1.6103999615,1.0403000116,0.820900023,0.8741999865,1.4075000286,1.1605000496,0.8992000222,0.7139000297,0.755400002,1.0916999578,1.1914999485,0.7160000205,0.7030000091,0.7508000135,1.1260999441,1.1243000031,0.7871999741,0.6894000173,0.7419999838,1.3076000214
C4,1.5364999771,0.1592999995,1.5866999626,1.8704999685,1.7714999914,1.6888999939,1.6967999935,1.6843999624,1.6217999458,1.5535999537,1.5657000542,1.5866999626,1.5609999895,1.3598999977,1.358899951,1.4634000063,1.6512000561,1.4929000139,1.3741999865,1.2412999868,1.3677999973,1.7130000591,1.6004999876,1.3301000595,1.3690999746,1.3753000498,1.5276999474
D4,1.1306999922,0.457100004,1.7038999796,1.6823999882,1.7649999857,1.5426000357,1.449000001,1.9963999987,1.6248999834,0.6186000109,0.7250000238,1.3214999437,0.7635999918,0.6456999779,0.9028000236,0.7997999787,1.4033000469,1.6344000101,0.9502999783,1.0929000378,0.6086000204,0.6915000081,0.7454000115,0.6611999869,0.5859000087,0.8421999812,1.510800004
E4,2.1305000782,0.2678000033,2.0316998959,2.3842000961,2.3236999512,2.382600069,1.867200017,2.195499897,2.450799942,2.195800066,2.2711999416,2.1440000534,2.1579999924,2.27760005,2.3884000778,2.2815999985,2.1036999226,1.298699975,1.996999979,2.3822999001,2.2885000706,2.1498999596,1.9048999548,2.2258000374,2.1252000332,1.5889999866,1.8437999487
F4,1.4648000002,0.1943999976,1.6753000021,1.6117999554,1.7351000309,1.8410999775,1.7316999435,1.8011000156,1.5843000412,1.4048999548,1.3372000456,1.4369000196,1.3530999422,1.2555999756,1.4154000282,1.5063999891,1.6694999933,1.5219999552,1.4105000496,1.3802000284,1.2860000134,1.2674000263,1.3078000546,1.1225999594,1.2494000196,1.2894999981,1.4250999689
G4,1.1014000177,0.2939999998,1.5874999762,1.483199954,1.3891999722,1.5082000494,1.5309000015,1.4372999668,1.0321999788,1.0916999578,1.1539000273,1.3574999571,0.9029999971,0.9193999767,0.8676999807,0.905099988,1.0429999828,1.1643999815,0.9631000161,0.9138000011,0.8191999793,0.7136999965,0.3959999979,0.8227999806,1.1427999735,1.0886000395,1.2998000383
H4,0.9786999822,0.3416000009,1.5125000477,1.4214999676,1.3222999573,1.4538999796,1.4646999836,1.3732000589,0.9462000132,1.0126999617,0.9775000215,1.217599988,0.6154999733,0.6011999846,0.6294999719,0.7911000252,1.1933000088,0.9703000188,0.6988999844,0.5457000136,0.6535000205,0.6657999754,0.7020000219,0.6011000276,0.5860000253,1.0978000164,1.4144999981
A5,1.1928999424,0.2431000024,1.4644999504,1.2922999859,1.3816000223,1.5444999933,1.8377000093,1.5226999521,1.3681000471,1.2479000092,0.9790999889,0.9693999887,0.9671000242,1.0364999771,1.081799984,1.2254999876,1.4369000196,1.2065999508,1.1783000231,1.1004999876,1.0243999958,1.0275000334,1.0490000248,1.0910999775,0.7707999945,0.883400023,1.1348999739
B5,1.2263000011,0.2081999928,1.3791999817,1.2803000212,1.4879000187,1.526900053,1.5600999594,1.6114000082,1.2970000505,1.1926000118,0.9631000161,0.8389999866,0.8345000148,1.1570999622,1.0614999533,1.4364000559,1.377300024,1.2489999533,1.2230000496,1.2323999405,1.0375000238,0.9876000285,1.1258000135,1.1197999716,1.1960999966,1.2095999718,1.2725000381
C5,1.4966000319,0.1094999984,1.4359999895,1.2036999464,1.4326000214,1.5983999968,1.6772999763,1.4131000042,1.6540000439,1.5623999834,1.4062999487,1.4455000162,1.5477999449,1.4900000095,1.5119999647,1.5789999962,1.535599947,1.6217000484,1.5202000141,1.4449000359,1.4587999582,1.4471999407,1.3265999556,1.4207999706,1.4601000547,1.5457999706,1.6749999523
D5,1.4380999804,0.2858999968,1.8730000257,1.7826999426,1.7818000317,1.6161999702,1.6996999979,1.9005000591,1.6449999809,1.5700999498,1.4557000399,1.5889999866,1.0945999622,1.2110999823,1.4076000452,1.586400032,1.6245000362,1.5476000309,1.5592999458,1.2250000238,1.0543999672,0.9714999795,1.0575000048,1.0350999832,1.1073000431,1.2220000029,1.3358999491
E5,1.1144000292,0.3754000068,1.6453000307,1.408100009,1.4587999582,1.7597999573,1.8296999931,1.7087999582,1.293900013,1.00849998,0.8705999851,0.9441000223,0.8392000198,0.7304000258,0.7131999731,0.7864000201,1.3381999731,1.3860000372,0.7998999953,0.7174000144,0.756099999,0.9133999944,0.9516000152,0.7896999717,0.8302000165,0.8610000014,1.5196000338
F5,1.3050999641,0.1970999986,1.6073999405,1.6354999542,1.6674000025,1.5822999477,1.4141999483,1.4285000563,1.3616000414,1.3178999424,1.1391999722,1.2590999603,1.4112000465,1.200799942,1.070299983,1.2582999468,1.4018000364,1.3604999781,1.255499959,1.1313999891,0.9272000194,1.0221999884,1.1895999908,1.1086000204,1.0922000408,1.3466000557,1.4378000498
G5,1.0578000546,0.4638999999,1.4463000298,0.9929999709,0.7896000147,1.4556000233,1.3703999519,0.9983000159,1.2575000525,0.3217000067,0.8281000257,0.6284999847,0.4982999861,0.5419999957,1.4751000404,0.9732999802,1.9876999855,0.6309000254,1.6031999588,0.6230999827,1.5371999741,0.3682999909,0.9225000143,0.6883999705,1.4280999899,1.7696000338,1.3078000546
H5,1.2410999537,0.2110999972,1.3330999613,1.3082000017,1.5049999952,1.6553000212,1.620200038,1.5578000546,1.3759000301,1.3387999535,1.1276999712,1.0146000385,0.9628999829,1.0484000444,1.1974999905,1.2524000406,1.3612999916,1.2653000355,1.2336000204,1.0964000225,1.0260000229,0.9254999757,0.918900013,1.0583000183,1.1576999426,1.2544000149,1.4313000441
A6,0.8720999956,0.5555999875,1.425999999,1.3184000254,1.4296000004,1.0749000311,1.4823999405,0.8499000072,0.2078000009,0.2352000028,0.2085999995,0.2784000039,0.2146999985,0.170599997,0.8409000039,1.3631999493,1.5697000027,1.4845999479,0.266900003,1.2888000011,0.2707999945,0.3149000108,1.0561000109,0.280099988,1.5877000093,1.1319999695,1.4501999617
B6,1.3589999676,0.1319999993,1.4544999599,1.4822000265,1.4264999628,1.4416999817,1.5097999573,1.6845999956,1.3226000071,1.263100028,1.3112000227,1.4736000299,1.4206000566,1.3552999496,1.1833000183,1.1619999409,1.4304000139,1.1763999462,1.1977000237,1.2617000341,1.3639999628,1.3948999643,1.5375000238,1.2310999632,1.2201999426,1.2632000446,1.4065999985
C6,1.1004999876,0.513899982,1.2956000566,1.3092999458,1.7346999645,0.5519000292,1.2371000051,1.0620000362,1.8897000551,1.1477999687,0.4390000105,0.556400001,0.6553000212,0.3729000092,0.8644999862,1.5673999786,1.880300045,1.5801999569,0.5040000081,0.7301999927,0.5695000291,1.5291999578,1.1529999971,0.9157000184,0.4805999994,1.4902000427,1.9967000484
D6,1.442800045,0.2193000019,1.6730999947,1.6782000065,1.7372000217,1.7653000355,1.6708999872,1.7316000462,1.6179000139,1.5147999525,1.4444999695,1.4871000051,1.4162000418,1.2465000153,1.285599947,1.3163000345,1.6397000551,1.6016000509,1.3523000479,1.0743000507,1.1481000185,1.2805000544,1.2998000383,1.1344000101,1.1023000479,1.269299984,1.5822999477
E6,1.4155000448,0.3330999911,1.7246999741,1.6022000313,1.9416999817,1.8473000526,1.8037999868,1.8422000408,1.5124000311,1.4625999928,1.3914999962,1.504799962,1.2589999437,1.257799983,1.0386999846,1.5350999832,1.7079999447,1.6212999821,1.4311000109,0.9824000001,0.6561999917,1.0314999819,1.4155000448,0.9812999964,0.8934999704,1.5145000219,1.4277000427
F6,1.1789000034,0.3300999999,1.6936999559,1.6786999702,1.5422999859,1.7086999416,1.7355999947,1.4552999735,1.4963999987,1.0649000406,1.2220000029,1.442800045,1.1807999611,1.140599966,0.8723000288,1.386500001,0.8648999929,1.0132000446,1.0341000557,0.9046999812,0.815500021,0.9876999855,0.9067000151,0.7522000074,0.7864000201,0.8119999766,0.975399971
G6,1.1499999762,0.2319999933,1.3622000217,1.4559999704,1.4684000015,1.5829000473,1.4579999447,1.3529000282,1.3149000406,1.3114000559,1.1591999531,0.9897999763,1.0491000414,1.02760005,1.1548999548,0.8374999762,1.293200016,1.3555999994,1.0348000526,1.1368999481,0.9674999714,0.9947999716,0.815500021,0.8090000153,0.8457000256,0.8906000257,1.0822999477
H6,0.8414999843,0.2648999989,1.1822999716,1.0556999445,1.0802999735,1.215299964,1.238499999,1.3446999788,0.5971999764,0.5904999971,0.6877999902,0.8102999926,1.0275000334,0.7778000236,0.5194000006,0.5630000234,1.1949000359,0.8784999847,0.4977000058,0.5889999866,0.7235999703,0.9747999907,0.8565999866,0.6529999971,0.5128999949,0.5927000046,0.8737999797
A7,0.9258999825,0.3813999891,1.456099987,1.369699955,1.3020000458,1.4357000589,1.8004000187,1.4905999899,1.2117999792,0.8874999881,1.0224000216,0.7246999741,0.4715000093,0.6244999766,0.6838999987,0.9672999978,1.2342000008,0.9061999917,0.6758999825,0.6277999878,0.6245999932,0.4174000025,0.5037000179,0.6643999815,0.6298999786,0.6330999732,0.7820000052
B7,1.0699000359,0.2723999918,1.4193999767,1.4177999496,0.5673999786,0.5846999884,1.6562000513,1.6109000444,1.4338999987,1.2008999586,0.9758999944,1.0092999935,0.8751999736,0.888800025,0.9129999876,0.9828000069,1.2125999928,0.9240999818,1.0920000076,0.9914000034,0.9682999849,0.8543999791,0.9010999799,1.0211000443,1.0061999559,1.0785000324,1.1615999937
C7,1.3877999783,0.3688000143,1.6710000038,1.9923000336,2.0336000919,1.8464000225,1.5944000483,1.7124999762,1.5993000269,1.5464999676,1.5760999918,1.7726999521,1.3444999456,1.3025000095,1.3099000454,1.4601000547,1.6411999464,1.4787000418,1.0839999914,1.0314999819,1.0113999844,1.0842000246,0.9632999897,0.7235000134,0.7583000064,0.9478999972,1.2087999582
D7,1.4697999954,0.1536999941,1.5707000494,1.5123000145,1.5485999584,1.4323999882,1.6883000135,1.7681000233,1.7381999493,1.4434000254,1.4516999722,1.4680000544,1.111700058,1.4973000288,1.3823000193,1.5184999704,1.6040999889,1.671200037,1.440500021,1.3819999695,1.3248000145,1.3805999756,1.3817000389,1.3085000515,1.2418999672,1.3543000221,1.5242999792
E7,1.4438999891,0.1906999946,1.7987999916,1.6437000036,1.6626000404,1.690500021,1.5930000544,1.6146999598,1.4055000544,1.4584000111,1.5371999741,1.5990999937,1.3698999882,1.3165999651,1.4932999611,1.3805999756,1.5472999811,1.5358999968,1.4357000589,1.2957999706,1.1821000576,1.3212000132,1.3637000322,1.1335999966,1.0075000525,1.1962000132,1.5152000189
F7,1.1409000158,0.6890000105,1.3494999409,2.1956999302,0.6926000118,1.6013000011,1.6054999828,1.6268999577,2.2128999233,2.1874001026,1.3157999516,1.9876999855,2.1040000916,0.7925999761,0.3628000021,1.3486000299,0.5059000254,0.8159000278,0.5680999756,1.3667999506,1.3732000589,0.798600018,0.188500002,0.1944999993,0.1826000065,0.2134000063,0.9322999716
G7,1.3925000429,0.1353999972,1.5974999666,1.6406999826,1.5325000286,1.6260000467,1.5659999847,1.5342999697,1.3324999809,1.3429000378,1.4086999893,1.3321000338,1.2597999573,1.3660999537,1.4095000029,1.4552999735,1.5198999643,1.3744000196,1.4185999632,1.3744000196,1.2676000595,1.2041000128,1.2157000303,1.2022000551,1.2325999737,1.2829999924,1.3150999546
H7,1.0513000488,0.6037999988,0.7965999842,1.9426000118,1.5786999464,2.1702001095,1.4889999628,1.0169999599,2.1528000832,1.0973000526,1.3873000145,1.0377999544,0.7063999772,0.3312999904,1.1292999983,0.6197000146,0.485799998,0.6107000113,0.1898999959,0.4036999941,0.431400001,0.3199999928,1.6625000238,1.5355000496,1.4161000252,0.3287999928,1.4428999424
A8,1.3946000338,0.1291999966,1.6572999954,1.3984999657,1.3511999846,1.5460000038,1.6694999933,1.4630000591,1.1842000484,1.2671999931,1.3677999973,1.4581999779,1.3408999443,1.2122000456,1.3312000036,1.3171000481,1.4416999817,1.4594999552,1.5017999411,1.2336000204,1.2720999718,1.3698999882,1.4673000574,1.3228000402,1.2389999628,1.4859000444,1.5073000193
B8,0.9684000015,0.4749000072,0.9610999823,1.4100999832,1.4564000368,1.2216000557,1.7331000566,1.526900053,1.0187000036,1.8716000319,0.6887000203,0.8106999993,0.8877000213,1.6555000544,0.7782999873,0.6474000216,0.9563999772,1.1793999672,1.1187000275,1.1917999983,0.3346999884,0.1595000029,0.9404000044,0.5957000256,0.478700012,0.2008000016,0.3869000077
C8,1.4570000172,0.123800002,1.5464999676,1.8088999987,1.7390999794,1.6375000477,1.4349999428,1.516800046,1.4957000017,1.459800005,1.4670000076,1.5714000463,1.3593000174,1.3501000404,1.340299964,1.3741999865,1.4479999542,1.4191999435,1.4270000458,1.3832999468,1.3776999712,1.3393000364,1.3892999887,1.3159999847,1.3766000271,1.3906999826,1.4570000172
D8,1.3565000296,0.3598999977,1.7676999569,1.7834000587,1.8688000441,1.7814999819,1.8559000492,1.7656999826,1.3292000294,1.1528999805,0.8266999722,1.19599998,0.7408999801,1.081099987,1.4443000555,1.4519000053,1.6340999603,1.6317000389,1.5037000179,1.3486000299,1.0916999578,0.6707999706,0.8852000237,1.0212999582,1.3201999664,1.2696000338,1.4911999702
E8,1.200600028,0.3292999864,1.6829999685,1.6592999697,1.1749000549,0.9387000203,1.5628000498,1.7001999617,1.2244000435,1.0795999765,1.263100028,1.7980999947,0.7082999945,0.8593000174,1.0976999998,1.3389999866,1.5518000126,1.198300004,1.3407000303,0.9894000292,0.7840999961,0.6255000234,0.8208000064,0.9872000217,1.0154000521,1.2526999712,1.3614000082
F8,1.5003000498,0.1132000014,1.5721000433,1.5565999746,1.641100049,1.6663999557,1.4771000147,1.6557999849,1.5477999449,1.4880000353,1.4342000484,1.5743000507,1.4383000135,1.3924000263,1.4397000074,1.5507999659,1.7460000515,1.6183999777,1.486899972,1.4098000526,1.4893000126,1.4301999807,1.3342000246,1.2883000374,1.3267999887,1.445299983,1.4975999594
G8,1.3100999594,0.2184000015,1.6100000143,1.4933999777,1.6312999725,1.6376999617,1.4890999794,1.3497999907,1.0351999998,0.9977999926,1.230700016,1.4708000422,1.3962999582,1.2971999645,1.0393999815,0.9764000177,0.9921000004,1.0942000151,1.0635999441,1.192299962,1.2779999971,1.3950999975,1.5367000103,1.483899951,1.2474000454,1.2569999695,1.556499958
H8,1.2365000248,0.1817999929,1.4211000204,1.1964000463,1.3116999865,1.5563000441,1.6222000122,1.620200038,1.3677999973,1.1151000261,1.0036000013,1.2537000179,1.1447000504,1.0182000399,1.0958000422,1.2884999514,1.426699996,1.2374000549,1.2045999765,1.1083999872,1.0911999941,1.0230000019,1.0140000582,1.120200038,1.1685999632,1.2404999733,1.2621999979
A9,0.9893000126,0.3779999912,1.5663000345,1.3666000366,1.4584000111,1.7116999626,1.7591999769,1.2482000589,0.9510999918,1.2164000273,0.8156999946,1.3166999817,1.200799942,1.0533000231,0.8506000042,0.6247000098,0.7809000015,0.7860999703,0.6054000258,0.5579000115,0.5981000066,0.7282000184,0.7418000102,0.587199986,0.5856000185,0.6216999888,1.0002000332
B9,1.2825000286,0.2921000123,1.4785000086,1.5451999903,1.7730000019,1.7850999832,1.7591999769,1.497699976,1.3365000486,1.339599967,1.1729999781,1.1454999447,0.726000011,0.9474999905,1.019299984,1.1073000431,1.3636000156,1.3107999563,1.1599999666,1.0532000065,0.829400003,1.2423000336,1.7000000477,1.0427000523,1.0745999813,1.1624000072,1.4896999598
C9,1.3753000498,0.1922000051,1.5448000431,1.5731999874,1.7115000486,1.8468999863,1.7267999649,1.5312999487,1.4042999744,1.2985999584,1.2833000422,1.4400000572,1.3927999735,1.1941000223,1.1850999594,1.1900000572,1.2892999649,1.3267999887,1.1680999994,1.1698999405,1.2725000381,1.4240000248,1.4222999811,1.2516000271,1.1605000496,1.1742999554,1.4013999701
D9,1.7342000008,0.3718000054,2.0176999569,2.0306999683,1.9416999817,1.994699955,1.880300045,1.8215999603,1.3974000216,1.4153000116,1.5189000368,2.0132000446,2.1417999268,1.4045000076,1.2927000523,1.2961000204,1.9062000513,2.0736000538,1.5181000233,1.1397000551,1.4251999855,2.507999897,2.2853000164,1.4215999842,1.1956000328,1.7051000595,2.0100998878
E9,1.2484999895,0.2782999873,1.5753999949,1.4443000555,1.6095000505,1.459100008,1.6723999977,1.0877000093,1.4522999525,1.2669999599,1.0970000029,1.5113999844,1.0872000456,0.9890000224,1.219900012,1.3322000504,1.6931999922,1.2027000189,1.1804000139,1.4292999506,1.1813999414,0.5827000141,0.8313000202,0.8025000095,1.1953999996,1.0549000502,1.2551000118
F9,1.5645999908,0.1570000052,1.8026000261,1.8660999537,1.864199996,1.7760000229,1.5221999884,1.6607999802,1.613499999,1.6346000433,1.5750999451,1.5697000027,1.4018000364,1.3550000191,1.3961000443,1.4795999527,1.6004999876,1.575600028,1.550999999,1.3073999882,1.4108999968,1.4529000521,1.2944999933,1.5855000019,1.5738999844,1.6407999992,1.6038999557
G9,0.9821000099,0.3172000051,1.4307999611,1.4240000248,1.4725999832,1.5177999735,1.4704999924,1.4515000582,1.1144000292,0.9774000049,0.8258000016,0.925999999,0.619599998,0.5792000294,0.6876000166,0.8544999957,0.9642999768,1.0422999859,0.6883000135,0.5713000298,0.6675999761,0.7634000182,0.8524000049,0.820299983,0.7979000211,0.7868000269,1.2461999655
H9,1.3592000008,0.1431999952,1.7957999706,1.5207999945,1.3586000204,1.5479999781,1.4965000153,1.4803999662,1.2637000084,1.0774999857,1.2092000246,1.4416999817,1.3367999792,1.2849999666,1.2443000078,1.254799962,1.2526999712,1.211599946,1.3356000185,1.3754999638,1.3308999538,1.3605999947,1.359400034,1.3688000441,1.4155000448,1.423699975,1.2316000462
