Time (hrs),Bacillus safensis,Bacillus safensis (std),Microbacterium arborescens,Microbacterium arborescens (std),Empty,Empty (std)
71.75225,0.3037999868,0.0238000005,0.9897999763,0.5059999824,0.1243999973,0.0590000004
72.00225,0.3032999933,0.0241,0.9897000194,0.5058000088,0.1246000007,0.059799999
72.2522777778,0.3034000099,0.0240000002,0.9900000095,0.5081999898,0.1246000007,0.0599999987
72.5022777778,0.3032000065,0.0240000002,0.9894000292,0.5076000094,0.1256999969,0.0631000027
72.7522777778,0.3027999997,0.0238000005,0.9893000126,0.5087000132,0.1247000024,0.0601000004
73.0023055556,0.3034999967,0.0241,0.9878000021,0.5097000003,0.1247000024,0.0595000014
73.2523055556,0.3027999997,0.0242999997,0.9865000248,0.5101000071,0.124499999,0.059799999
73.5023055556,0.3021000028,0.0236000009,0.9876999855,0.5078999996,0.1225000024,0.0538999997
73.7523055556,0.3019999862,0.0234999992,0.9839000106,0.5101000071,0.1231999993,0.0549999997
74.0023333333,0.3018000126,0.0233999994,0.9818000197,0.5102999806,0.122299999,0.0522000007
74.2523333333,0.3014999926,0.0234999992,0.9811000228,0.511500001,0.1216000021,0.0507000014
74.5023333333,0.3014999926,0.0236000009,0.9739999771,0.5055000186,0.123999998,0.0568999983
74.7523333333,0.3007999957,0.0231999997,0.9745000005,0.5065000057,0.1216000021,0.0498000011
75.0023611111,0.3005999923,0.0231999997,0.9725999832,0.5083000064,0.1225000024,0.0522000007
75.2523611111,0.3007000089,0.0233999994,0.9689999819,0.5095000267,0.1230000034,0.0529000014
75.5023611111,0.3003999889,0.0231999997,0.9707999825,0.5095000267,0.1228,0.0502999984
75.7523888889,0.3007000089,0.0231999997,0.9696999788,0.5145000219,0.1234000027,0.0518000014
76.0023888889,0.3000999987,0.0231999997,0.9703999758,0.5157999992,0.1228,0.0507000014
76.2523888889,0.2998000085,0.023,0.9715999961,0.5170999765,0.1230000034,0.0516999997
76.5023888889,0.2996000051,0.0230999999,0.9718000293,0.5163999796,0.1226999983,0.0489999987
76.7524166667,0.2994000018,0.0233999994,0.9714000225,0.5148000121,0.1213999987,0.0483000018
77.0024166667,0.2994999886,0.023,0.9715999961,0.5159000158,0.1228,0.0494999997
77.2524444444,0.2985999882,0.023,0.9718999863,0.5156000257,0.1230000034,0.0507999994
77.5024444444,0.2987999916,0.0231999997,0.972299993,0.5123000145,0.122299999,0.0522999987
77.7524444444,0.2985000014,0.0228000004,0.9697999954,0.5109999776,0.1220000014,0.0500000007
78.0024444444,0.2985000014,0.0229000002,0.9721999764,0.5106999874,0.1221999973,0.0511000007
78.2524444444,0.298999995,0.0229000002,0.9736999869,0.5123999715,0.1228,0.0507000014
78.5024722222,0.2980999947,0.0227000006,0.9731000066,0.5095999837,0.1216999963,0.0513000004
78.7524722222,0.2980999947,0.0229000002,0.97299999,0.5094000101,0.1207000017,0.0480000004
79.0024722222,0.2980999947,0.0229000002,0.9732000232,0.5106999874,0.1216000021,0.0505999997
79.2525,0.298299998,0.0229000002,0.9756000042,0.5109000206,0.1218999997,0.0504000001
79.5025,0.2976000011,0.0225000009,0.9767000079,0.5130000114,0.1220000014,0.0522000007
79.7525,0.2980000079,0.0229000002,0.9768999815,0.5112000108,0.1220000014,0.0524999984
80.0025277778,0.2976999879,0.023,0.9785000086,0.513199985,0.123499997,0.0562999994
80.2525277778,0.2978999913,0.0229000002,0.9789999723,0.5120000243,0.1235999987,0.0566999987
80.5025277778,0.2976000011,0.0226000007,0.9789000154,0.5123999715,0.1231999993,0.0553000011
80.7525277778,0.2973999977,0.0227000006,0.9800999761,0.5117999911,0.1226999983,0.0538999997
81.0025555556,0.2976000011,0.0228000004,0.980799973,0.5120000243,0.123800002,0.0571999997
81.2525555556,0.2973999977,0.0227000006,0.9811999798,0.5121999979,0.123800002,0.057599999
81.5025555556,0.2971000075,0.0225000009,0.981400013,0.5102000237,0.1228,0.0549999997
81.7525833333,0.2969999909,0.0226000007,0.9810000062,0.5110999942,0.1235999987,0.0566999987
82.0025833333,0.2969999909,0.0226000007,0.9800999761,0.5103999972,0.123499997,0.0560999997
82.2525833333,0.2973999977,0.0229000002,0.981400013,0.5098999739,0.1251000017,0.0610000007
82.5025833333,0.2969999909,0.0227000006,0.9812999964,0.5109000206,0.1247999966,0.0601999983
82.7525833333,0.2967999876,0.0227000006,0.9803000093,0.5106999874,0.1247999966,0.0604999997
83.0026111111,0.2962000072,0.0223999992,0.9789999723,0.5091999769,0.1234000027,0.0560000017
83.2526111111,0.2964000106,0.0225000009,0.9786000252,0.5081999898,0.1237000003,0.0566000007
83.5026111111,0.2962000072,0.0225000009,0.9787999988,0.5088000298,0.1243000031,0.0584000014
83.7526388889,0.2957000136,0.0222999994,0.9785000086,0.5094000101,0.1247999966,0.0606999993
84.0026388889,0.2962000072,0.0227000006,0.978399992,0.5092999935,0.1238999963,0.0577999987
84.2526388889,0.2958000004,0.0225000009,0.9774000049,0.5097000003,0.1243000031,0.0588999987
84.5026388889,0.2958999872,0.0223999992,0.9785000086,0.5088000298,0.1247999966,0.0601999983
84.7526666667,0.2960999906,0.0228000004,0.9778000116,0.5098000169,0.1240999997,0.0579000004
85.0026666667,0.2958999872,0.0225000009,0.9782999754,0.5102000237,0.123800002,0.0566999987
85.2526666667,0.2953000069,0.0221999995,0.9771000147,0.5109000206,0.1235999987,0.056499999
85.5026944444,0.2951999903,0.0223999992,0.9764999747,0.5106999874,0.1230000034,0.0555000007
85.7526944444,0.2948000133,0.0222999994,0.9768000245,0.5117999911,0.1240999997,0.0581
86.0026944444,0.2949000001,0.0221999995,0.9756000042,0.5124999881,0.1225999966,0.0535999984
86.2527222222,0.2946999967,0.0221999995,0.9733999968,0.5123000145,0.1225999966,0.0537
86.5027222222,0.2942000031,0.0219999999,0.9721999764,0.513100028,0.1221000031,0.0518000014
86.7527222222,0.2940999866,0.0221999995,0.9718999863,0.5142999887,0.1220000014,0.0518000014
87.0027222222,0.2937000096,0.0221999995,0.9696999788,0.5130000114,0.1213999987,0.0502000004
87.2527222222,0.293599993,0.0221999995,0.9678000212,0.5134999752,0.121799998,0.0507000014
87.50275,0.2933999896,0.0219000001,0.9649000168,0.5124999881,0.121100001,0.0485999994
87.75275,0.292899996,0.0216000006,0.9635000229,0.5117999911,0.120099999,0.0467000008
88.00275,0.2933999896,0.0219999999,0.961499989,0.5117999911,0.121299997,0.0491000004
88.2527777778,0.2930000126,0.0219999999,0.9616000056,0.5130000114,0.121799998,0.0487000011
88.5027777778,0.2926999927,0.0219999999,0.9625999928,0.5173000097,0.1216000021,0.0478000008
88.7527777778,0.2924000025,0.0217000004,0.9624000192,0.5163000226,0.1208000034,0.0461999997
89.0028055556,0.2926000059,0.0219999999,0.9631999731,0.5174000263,0.1212000027,0.0491999984
89.2528055556,0.2928000093,0.0219999999,0.9620000124,0.5175999999,0.1216000021,0.0482000001
89.5028055556,0.2926999927,0.0221999995,0.9602000117,0.5151000023,0.1216000021,0.0489000008
89.7528333333,0.2926999927,0.0217000004,0.9625999928,0.5170000196,0.1207000017,0.0465999991
90.0028333333,0.2924999893,0.0217000004,0.9636999965,0.5170000196,0.1215000004,0.0465999991
90.2528333333,0.2922999859,0.0218000002,0.9646000266,0.5152000189,0.1206,0.0474999994
90.5028611111,0.2926000059,0.0218000002,0.9610000253,0.5137000084,0.1199999973,0.0469999984
90.7528611111,0.2922999859,0.0219999999,0.9628999829,0.5134000182,0.1208000034,0.0482000001
91.0028611111,0.2917999923,0.0217000004,0.9624999762,0.513100028,0.1208999977,0.0491000004
91.2528611111,0.2919999957,0.0218000002,0.96450001,0.5109999776,0.1206,0.0478999987
91.5028611111,0.2921000123,0.0218000002,0.966899991,0.5137000084,0.1224000007,0.0518000014
91.7528888889,0.2921999991,0.0219000001,0.9660999775,0.5127000213,0.1216000021,0.0505999997
92.0028888889,0.2921000123,0.0217000004,0.966899991,0.5130000114,0.1225000024,0.0529999994
92.2528888889,0.2919999957,0.0216000006,0.9672999978,0.5126000047,0.1224000007,0.0527000017
92.5029166667,0.2919999957,0.0218000002,0.967599988,0.5123999715,0.121100001,0.0498000011
92.7529166667,0.2921999991,0.0218000002,0.9690999985,0.5141999722,0.1218999997,0.0522000007
93.0029166667,0.2921000123,0.0219000001,0.9682000279,0.5133000016,0.1228,0.0544999987
93.2529166667,0.2924000025,0.0220999997,0.970600009,0.5133000016,0.1224000007,0.053199999
93.5029444444,0.2917999923,0.0216000006,0.969900012,0.5123000145,0.1228,0.0553000011
93.7529444444,0.2917999923,0.0219000001,0.9702000022,0.5121999979,0.123300001,0.0566000007
94.0029444444,0.2919999957,0.0218000002,0.9693999887,0.5124999881,0.1229000017,0.0551999994
94.2529722222,0.2915999889,0.0216000006,0.9695000052,0.5103999972,0.1235999987,0.0579999983
94.5029722222,0.2919000089,0.0223999992,0.970600009,0.5120000243,0.1242000014,0.059799999
94.7529722222,0.2913999856,0.0217000004,0.9700000286,0.5088999867,0.1226999983,0.0557999983
95.003,0.291200012,0.0217000004,0.9693999887,0.5106999874,0.123499997,0.057500001
95.253,0.291200012,0.0216000006,0.9684000015,0.5095999837,0.1228,0.0555999987
95.503,0.2917999923,0.0221999995,0.9704999924,0.5099999905,0.1246000007,0.0599000007
95.753,0.2917000055,0.0219000001,0.9692999721,0.5117999911,0.1254999936,0.0628999993
96.003,0.2912999988,0.0216000006,0.9689000249,0.5098000169,0.1248999983,0.0610999987
96.2530277778,0.2908000052,0.0215000007,0.9671000242,0.5091000199,0.123999998,0.0588000007
96.5030277778,0.2917000055,0.0219000001,0.9689999819,0.5113000274,0.1252000034,0.0615999997
96.7530277778,0.290899992,0.0215000007,0.9677000046,0.5072000027,0.1224000007,0.0542000011
97.0030555556,0.2906999886,0.0216000006,0.9678000212,0.5098000169,0.123499997,0.0577000007
