Well,Mean,StDev,0;4,1;4,2;4,3;4,4;4,4;3,3;3,2;3,1;3,0;3,0;2,1;2,2;2,3;2,4;2,4;1,3;1,2;1,1;1,0;1,0;0,1;0,2;0,3;0,4;0
B3,1.0835000277,0.1932999939,1.2843999863,1.121999979,1.0411000252,1.2580000162,1.581799984,1.4336999655,1.1069999933,0.9600999951,0.9850999713,1.0491000414,0.9808999896,0.9064999819,0.9039000273,0.9373000264,1.2239999771,1.1612999439,0.9774000049,0.8475000262,0.8251000047,0.9333000183,1.0069999695,0.9587000012,1.0262999535,1.1486999989,1.4278999567
C3,1.032400012,0.2962000072,1.2894999981,1.1950000525,1.1468000412,1.3923000097,1.7095999718,1.5758999586,1.0723999739,0.7871000171,0.6669999957,0.7833999991,0.7857000232,0.6768000126,0.8682000041,0.9508000016,1.2316999435,1.22239995,0.8892999887,0.7903000116,0.6949999928,0.9197000265,1.084800005,0.8125,0.799300015,0.9401999712,1.5255999565
D3,1.2518999577,0.1301999986,1.2742999792,1.1722999811,1.1823999882,1.3916000128,1.4938999414,1.2009999752,1.0428999662,1.1907000542,1.147300005,1.1916999817,1.1647000313,1.3207999468,1.0204999447,1.1480000019,1.2134000063,1.3336999416,1.199000001,1.2001999617,1.2970999479,1.1363999844,1.2148000002,1.4431999922,1.3875999451,1.4654999971,1.4635000229
E3,0.7281000018,0.372299999,1.2287000418,0.6951000094,0.5785999894,0.8956999779,1.7404999733,1.2726999521,0.4560000002,0.4648000002,0.4661999941,0.5218999982,0.4318000078,0.46419999,0.4485000074,0.4738999903,1.087299943,1.0930000544,0.5577999949,0.4799999893,0.470600009,0.4451999962,0.6150000095,0.4657999873,0.4844999909,0.9656000137,1.399799943
F3,1.1040999889,0.1524000019,1.2280999422,1.0082999468,0.9606000185,1.1092000008,1.4796999693,1.2408000231,1.0102000237,0.9175000191,0.9847000241,1.1292999983,0.9984999895,1.0454000235,1.007799983,1.0628999472,1.3004000187,1.3049999475,1.1453000307,1.0190000534,1.0011999607,0.9519000053,1.144299984,0.9635999799,1.0489000082,1.0860999823,1.453099966
G3,0.6510999799,0.5321000218,1.1670999527,0.8938999772,1.2350000143,1.4227999449,2.0327000618,1.1023999453,0.8065000176,0.2416999936,0.1949000061,0.4251999855,0.1942999959,0.186499998,0.1888000071,0.3183000088,1.3876999617,0.965200007,0.2527999878,0.1903000027,0.193599999,0.1967999935,0.5087000132,0.2444999963,0.2140000015,0.4496000111,1.2641999722
H3,1.8286999464,0.0562000014,1.8898999691,1.939800024,1.8525999784,1.8645000458,1.8579000235,1.8875000477,1.7541999817,1.7763999701,1.8099000454,1.9024000168,1.8300000429,1.7882000208,1.7919000387,1.7181999683,1.8876999617,1.886500001,1.7465000153,1.7900999784,1.763299942,1.8681000471,1.8217999935,1.8163000345,1.7983000278,1.8043999672,1.8705999851
A4,1.402799964,0.0851999968,1.347900033,1.3028000593,1.2538000345,1.2891999483,1.2979999781,1.307700038,1.3725999594,1.423699975,1.4886000156,1.4415999651,1.4690999985,1.5118999481,1.4270000458,1.3329999447,1.3468999863,1.4090000391,1.3679000139,1.3969999552,1.4694000483,1.4222999811,1.5059000254,1.4570000172,1.4407000542,1.3633999825,1.6229000092
B4,0.8295000196,0.2694000006,1.1325000525,0.8542000055,0.7707999945,0.9684000015,1.706099987,0.8241000175,0.6227999926,0.6004999876,0.675999999,0.7753999829,0.7039999962,0.6517999768,0.625,0.5967000127,0.8507000208,1.1780999899,0.6819999814,0.5896000266,0.6557000279,0.736899972,0.809400022,0.7096999884,0.6513000131,1.0151000023,1.351099968
C4,0.5701000094,0.292899996,1.1611000299,0.6603999734,0.4876999855,0.8840000033,1.545699954,0.6470999718,0.3497000039,0.2940999866,0.3905999959,0.4523000121,0.4036000073,0.2845999897,0.3195999861,0.383100003,0.513199985,0.5774000287,0.4004999995,0.3436000049,0.6190000176,0.5472000241,0.5634999871,0.6595000029,0.4375999868,0.4065000117,0.9203000069
D4,0.8407999873,0.1075000018,0.9926000237,0.9423999786,0.8901000023,0.8870000243,1.2302999496,0.8077999949,0.7480999827,0.7882000208,0.7947999835,0.9132000208,0.7890999913,0.8194000125,0.8119999766,0.7641000152,0.774699986,0.8629000187,0.818599999,0.7738000154,0.8162999749,0.7623000145,0.810199976,0.7857000232,0.7225000262,0.7501000166,0.9635000229
E4,1.2888000011,0.1932000071,1.3590999842,1.1531000137,1.152099967,1.4234000444,1.5881999731,1.5428999662,1.3415000439,1.0615999699,0.9550999999,1.0824999809,1.0110000372,1.0145000219,1.1794999838,1.3186999559,1.5443999767,1.5117000341,1.4860999584,1.3262000084,1.1390999556,1.1320999861,1.1951999664,1.3027000427,1.4523999691,1.4470000267,1.5006999969
F4,1.013299942,0.2047999948,0.9850999713,0.8345999718,1.0003999472,1.34739995,1.6125999689,1.3223999739,1.0951999426,1.1029000282,0.8758000135,0.7709000111,0.7124999762,1.0433000326,1.0662000179,0.8794000149,0.994599998,0.9006999731,1.1148999929,0.9232000113,0.8277000189,0.7724000216,0.9271000028,0.9685000181,0.9808999896,0.9986000061,1.2752000093
G4,1.0868999958,0.1617999971,1.1792000532,0.9581000209,1.0913000107,1.2051999569,1.4574999809,1.2232999802,1.0460000038,0.8765000105,0.7369999886,1.050999999,1.0736999512,0.836499989,0.8543000221,1.0642999411,1.1480000019,1.1969000101,1.0930999517,0.9340000153,0.992299974,1.0769000053,1.2210999727,1.2014000416,1.1567000151,1.1832000017,1.315500021
H4,0.9907000065,0.1422999948,1.0945999622,0.9950000048,0.9430000186,1.0786999464,1.4672000408,1.1577999592,0.9434000254,0.8798000216,0.8723000288,0.9183999896,0.9049999714,0.9174000025,0.8801000118,0.9315000176,1.0642000437,1.1090999842,0.9441000223,0.878099978,0.8554999828,0.893599987,0.9301999807,0.9096999764,0.921299994,1.0226000547,1.2548999786
A5,1.3676999807,0.0750999972,1.4966000319,1.4170999527,1.347200036,1.2427999973,1.4584000111,1.3439999819,1.3638000488,1.3164999485,1.3791999817,1.3401999474,1.30400002,1.3474999666,1.3762999773,1.470600009,1.2958999872,1.3846999407,1.3334000111,1.3553999662,1.3968000412,1.3430999517,1.3842999935,1.2898000479,1.3161000013,1.2968000174,1.5923000574
B5,1.4737000465,0.1601999998,1.7259999514,1.6095999479,1.6631000042,1.7051999569,1.700799942,1.6890000105,1.5852999687,1.4923000336,1.396600008,1.4686000347,1.3443000317,1.2463999987,1.3269000053,1.461400032,1.6059999466,1.5104999542,1.3278000355,1.2400000095,1.2209000587,1.4299999475,1.4930000305,1.3696000576,1.2961000204,1.3355000019,1.597200036
C5,1.9893000126,0.1506000012,2.1294999123,2.1668999195,2.1951999664,2.1703000069,2.0013000965,2.0438001156,2.0885000229,2.0546000004,2.0694999695,2.1263999939,1.9864000082,1.8265000582,1.7992999554,1.9479999542,2.0690000057,2.0450999737,1.9163999557,1.8141000271,1.4929000139,1.9363000393,2.0478999615,1.9021999836,2.0125000477,1.965299964,1.9242999554
D5,0.6650999784,0.2160000056,0.8216000199,0.638100028,0.695900023,0.7218999863,1.2841999531,0.682099998,0.5825999975,0.5595999956,0.5230000019,0.5950000286,0.5120999813,0.5582000017,0.524600029,0.5827999711,0.5461000204,0.9833999872,0.5127999783,0.5345000029,0.5187000036,0.5555999875,0.5884000063,0.5414000154,0.6352000237,0.6403999925,1.290199995
E5,1.3284000158,0.0751999989,1.3319000006,1.4409999847,1.2818000317,1.2531000376,1.4838000536,1.3775000572,1.3343000412,1.34010005,1.3213000298,1.2978999615,1.3407000303,1.2606999874,1.3265000582,1.28489995,1.4313000441,1.3486000299,1.3622000217,1.0707999468,1.3355000019,1.3327000141,1.3382999897,1.290899992,1.3343000412,1.3551000357,1.3359999657
F5,0.5253000259,0.4623999894,1.6004999876,0.9564999938,0.5796999931,1.3617999554,1.7367999554,1.1255999804,0.2524000108,0.3172000051,0.1979999989,0.3014999926,0.2135999948,0.268900007,0.2806999981,0.2441000044,0.4221000075,0.4704000056,0.2449000031,0.3167000115,0.2425999939,0.2281000018,0.1921000034,0.3434999883,0.2362000048,0.2264000028,0.7710000277
G5,0.6370000243,0.5598999858,0.7875999808,0.945900023,0.3714999855,1.1269999743,2.0459001064,1.5930000544,0.8184000254,0.1658000052,0.1688999981,0.170599997,0.1615999937,0.1567000002,0.1530999988,0.3143999875,1.260800004,0.9021000266,0.402399987,0.1554999948,0.1562999934,0.1844999939,1.060199976,0.190200001,0.1764999926,0.8833000064,1.5731999874
H5,1.0475000143,0.1230000034,1.1320999861,1.140599966,1.0746999979,1.1542999744,1.4386999607,1.2077000141,1.0842000246,1.1157000065,0.9973000288,0.9746000171,1.0958000422,0.9678000212,1.0214999914,1.0319999456,1.0636999607,1.0556000471,0.9171000123,0.9363999963,0.9404000044,0.9013000131,0.9420999885,0.9395999908,0.8991000056,0.9681000113,1.1862000227
A6,1.1253000498,0.2247000039,1.7863999605,1.5124000311,1.3389999866,1.2141000032,1.4744000435,1.1313999891,0.893599987,0.8567000031,0.9765999913,1.016100049,1.0382000208,0.9126999974,0.9465000033,0.9477999806,1.1019999981,1.2035000324,1.0724999905,1.0159000158,0.9293000102,0.972299993,1.0307999849,1.0528999567,1.0872000456,1.2570999861,1.3639999628
B6,1.4148999453,0.0970000029,1.5089999437,1.4766999483,1.4721000195,1.519299984,1.5106999874,1.3777999878,1.3463000059,1.5633000135,1.4622000456,1.5174000263,1.5369000435,1.329300046,1.1505999565,1.3000999689,1.3128000498,1.4714000225,1.4769999981,1.32099998,1.3638999462,1.4426000118,1.368999958,1.3156000376,1.4273999929,1.3738000393,1.4254000187
C6,2.1482000351,0.1561000049,2.2711000443,2.3160998821,2.2778999805,2.1914999485,2.2051000595,2.2762000561,2.2383999825,2.1005001068,2.1956999302,2.1472001076,2.1205000877,1.7520999908,2.1533000469,2.1947000027,2.2841000557,2.2825000286,2.1461999416,1.9119999409,1.9694000483,2.0724999905,1.9871000051,1.8781000376,2.0394001007,2.2725000381,2.4205000401
D6,1.7380000353,0.1752000004,1.9510999918,1.9742000103,1.8538999557,1.7953000069,1.8119000196,1.5094000101,1.6382000446,1.6879999638,1.8794000149,1.9521000385,1.9377000332,1.700600028,1.462100029,1.4380999804,1.5485999584,1.6370999813,1.5253000259,1.4778000116,1.6669000387,1.839599967,2.0337998867,1.8332999945,1.7326999903,1.7934000492,1.7704000473
E6,1.4204000235,0.1111999974,1.4938000441,1.5001000166,1.4392000437,1.5032000542,1.7865999937,1.567999959,1.3056999445,1.3164000511,1.3925000429,1.304700017,1.3342000246,1.3197000027,1.3562999964,1.4529000521,1.4608000517,1.4779000282,1.4141999483,1.3381999731,1.2991000414,1.2992999554,1.4180999994,1.3815000057,1.4026999474,1.3931000233,1.551699996
F6,1.351099968,0.0834999979,1.396600008,1.3481999636,1.3653000593,1.282400012,1.5342999697,1.3831000328,1.3336000443,1.2039999962,1.2268999815,1.3121000528,1.3183000088,1.358899951,1.4580999613,1.3552000523,1.2251000404,1.4218000174,1.4672000408,1.4404000044,1.315500021,1.2820999622,1.325799942,1.3861999512,1.2809000015,1.28489995,1.4715000391
G6,0.7218000293,0.5414000154,0.5141000152,1.515599966,1.4503999949,1.1382000446,1.8344999552,1.7257000208,0.6579999924,0.9154000282,0.5037999749,1.0048999786,0.1982000023,0.1888999939,0.2648999989,0.6004999876,0.9850000143,0.3894000053,0.2585000098,0.180399999,0.1748999953,0.1903000027,0.4178000093,0.1993999928,0.3109999895,0.915199995,1.5089000463
H6,0.861100018,0.1682000011,1.0911999941,0.7980999947,0.7764000297,0.94599998,1.4694000483,0.993900001,0.7786999941,0.7221999764,0.7346000075,0.8619999886,0.7182000279,0.7753000259,0.831799984,0.771600008,0.899699986,0.9271000028,0.74150002,0.7734000087,0.853399992,0.7258999944,0.8100000024,0.7813000083,0.7623999715,0.8467000127,1.1370999813
A7,1.5267000198,0.0821999982,1.6528999805,1.5480999947,1.4237999916,1.4558999538,1.5019999743,1.4588999748,1.461400032,1.4155999422,1.4911999702,1.5967999697,1.6554000378,1.5388000011,1.4716999531,1.5025000572,1.4529999495,1.4447000027,1.5238000154,1.4996000528,1.4996000528,1.6444000006,1.6987999678,1.6224000454,1.6332999468,1.5061999559,1.4660999775
B7,1.2257000208,0.2046000063,1.4448000193,1.3039000034,1.3236000538,1.5413999557,1.7346999645,1.4831000566,1.3177000284,1.0736000538,1.0657000542,1.0475000143,0.8880000114,0.9311000109,1.0232000351,1.2171000242,1.2451000214,1.2465000153,1.2326999903,1.0717999935,1.1407999992,0.9549999833,1.2403999567,1.2094000578,1.1289000511,1.2930999994,1.4826999903
C7,0.7987999916,0.440200001,1.5971000195,1.0312000513,0.9286000133,1.3295999765,1.8262000084,1.2697999477,0.8690999746,0.8054000139,0.5731999874,1.0559999943,0.6209999919,0.396299988,0.6283000112,0.5824000239,0.9241999984,0.8950999975,0.6538000107,0.292899996,0.3635999858,0.4499999881,0.4117000103,0.3109000027,0.2964999974,0.3341999948,1.522300005
D7,1.149600029,0.2772000134,1.4200999737,1.0613000393,0.9039999843,1.2002999783,1.6606999636,1.5727000237,1.073300004,0.810199976,1.0226999521,1.0727000237,0.7301999927,1.2057000399,1.3173999786,1.3980000019,1.4283000231,1.1919000149,0.9879000187,1.3248000145,1.0048999786,0.6985999942,0.9279000163,0.6776000261,1.1143000126,1.3863999844,1.5478999615
E7,0.9225999713,0.2142000049,1.0946999788,0.837100029,0.7774999738,1.1338000298,1.497699976,1.086599946,0.8676999807,0.7818999887,0.8242999911,0.8288999796,0.6481000185,0.8019000292,0.7448999882,0.8960000277,1.2174999714,1.0628000498,0.9578999877,0.7087000012,0.6556000113,0.701399982,0.8065000176,0.951300025,0.9229999781,0.9021000266,1.3573999405
F7,0.9197000265,0.2199999988,1.3082000017,0.8687999845,0.8457000256,1.209100008,1.4692000151,0.9897000194,0.9064999819,0.7583000064,0.7639999986,0.8030999899,0.7159000039,0.8044999838,0.9099000096,0.8208000064,1.0607999563,1.1684999466,0.7763000131,0.8278999925,0.7732999921,0.7188000083,0.7487000227,0.7613000274,0.7718999982,0.8187999725,1.3932000399
G7,0.7487000227,0.532400012,1.5233999491,0.3783000112,0.3517000079,1.1160000563,2.0146000385,1.5729000568,0.7935000062,0.1789000034,0.173299998,0.4436999857,0.2294999957,0.1718000025,0.5957999825,0.8183000088,1.2437000275,0.9628000259,0.8428000212,0.4363000095,0.2984000146,0.2055999935,0.2845000029,0.5971000195,0.8036999702,0.972299993,1.7099000216
H7,0.7888000011,0.1738000065,0.8960000277,0.7842000127,0.8231999874,0.8616999984,1.4692000151,0.9004999995,0.7289000154,0.6893000007,0.7886999846,0.7738000154,0.6893000007,0.6665999889,0.6366999745,0.7590000033,0.7501000166,0.7958999872,0.6779999733,0.6643999815,0.631099999,0.6674000025,0.7049999833,0.8030999899,0.7016000152,0.7745000124,1.0807000399
A8,1.5312000513,0.0747999996,1.595600009,1.5523999929,1.5650999546,1.5527000427,1.6256999969,1.5087000132,1.4921000004,1.4407000542,1.4479000568,1.5052000284,1.4294999838,1.4119999409,1.5420999527,1.450600028,1.5433000326,1.6151000261,1.5299999714,1.4579000473,1.5,1.5659999847,1.6263999939,1.5045000315,1.5204000473,1.5535999537,1.7431999445
B8,1.3738000393,0.1112999991,1.4186999798,1.3906999826,1.4076999426,1.4437999725,1.6739000082,1.4428999424,1.3343000412,1.3320000172,1.2590999603,1.2477999926,1.2052999735,1.2552000284,1.3894000053,1.3811000586,1.4293999672,1.6212999821,1.3423999548,1.2899999619,1.3048000336,1.2967000008,1.3171000481,1.2872999907,1.3180999756,1.4608000517,1.4947999716
C8,1.3545000553,0.1828999966,1.3790999651,1.3895000219,1.5421999693,1.6373000145,1.6921999454,1.5496000051,1.5039000511,1.4458999634,1.2803000212,1.4017000198,1.3919999599,1.0959000587,1.1549999714,1.464400053,1.3968000412,1.4163000584,1.2914999723,0.9951000214,0.9610000253,1.1704000235,1.3308000565,1.4925999641,1.3165999651,1.1907999516,1.3724000454
D8,0.9650999904,0.1767999977,1.2703000307,1.0198999643,0.9034000039,0.9548000097,1.4532999992,1.0504000187,0.8675000072,0.8363999724,0.939800024,1.1611000299,0.9761000276,0.7002999783,0.7315999866,0.8838000298,0.9926000237,1.1850999594,0.8410000205,0.7947999835,0.9305999875,0.9258000255,0.7691000104,0.9070000052,0.8597999811,0.9649999738,1.2072000504
E8,1.3451000452,0.279399991,1.5643999577,1.4816999435,1.4028999805,1.6375999451,1.8588000536,1.5511000156,1.3737000227,1.0527000427,1.059499979,1.4996000528,1.4602999687,0.8758999705,0.8889999986,1.128000021,1.5092999935,1.4407999516,0.9767000079,0.8629999757,0.9832999706,1.5485999584,1.6562999487,1.4284000397,1.3809000254,1.5032000542,1.5032999516
F8,0.6384999752,0.462199986,1.1194000244,0.6783999801,0.530099988,0.8167999983,1.6828999519,0.997699976,0.2155999988,0.1824000031,0.1788000017,0.2011000067,0.3923999965,0.2002000064,1.1856000423,0.3653999865,0.3643000126,0.288199991,0.4993000031,1.7444000244,0.3066000044,0.168599993,0.9239000082,0.7156000137,0.7202000022,0.3359000087,1.1475000381
G8,1.408100009,0.1533000022,1.5075999498,1.5314999819,1.5664000511,1.6606999636,1.7294000387,1.6883000135,1.480700016,1.3367999792,1.3485000134,1.307700038,1.2484999895,1.3321000338,1.2985999584,1.3302999735,1.5785000324,1.5437999964,1.3001999855,1.3003000021,1.2410999537,1.239199996,1.2518999577,1.2811000347,1.3206000328,1.2913000584,1.4865000248
H8,0.7251999974,0.1700000018,0.8952999711,0.7455999851,0.7178000212,0.788500011,1.3823000193,0.8360000253,0.6333000064,0.6085000038,0.6133999825,0.7017999887,0.698300004,0.5766000152,0.5960999727,0.6154000163,0.7372999787,0.7518000007,0.6552000046,0.6130999923,0.6294999719,0.6344000101,0.6933000088,0.6865000129,0.6222000122,0.6901999712,1.0075999498
A9,1.3898999691,0.0707999989,1.4893000126,1.4736000299,1.4385999441,1.4688999653,1.5441999435,1.4356000423,1.3272000551,1.4184000492,1.4229999781,1.3733999729,1.3762999773,1.3980000019,1.3783999681,1.3114999533,1.3609000444,1.3898999691,1.3580000401,1.2980999947,1.2958999872,1.3481999636,1.358700037,1.2975000143,1.3000999689,1.3625999689,1.5210000277
B9,1.9800000191,0.2080000043,2.1942999363,2.2298998833,2.2653000355,2.2630000114,2.1912999153,2.1958999634,2.1575000286,2.1340000629,2.1033000946,2.1556999683,1.978399992,1.90260005,1.8036999702,1.9466999769,2.0404000282,2.0474998951,1.673699975,1.6401000023,1.6761000156,1.7042000294,1.8025000095,1.715299964,1.7740000486,1.8983999491,2.0072999001
C9,1.6569999456,0.1632999927,1.9064999819,1.9265999794,1.88349998,1.8890000582,1.9326000214,1.7359000444,1.6452000141,1.6639000177,1.6649999619,1.6470999718,1.5116000175,1.4306999445,1.4739999771,1.5588999987,1.6187000275,1.6986999512,1.4572999477,1.4572000504,1.4110000134,1.5411000252,1.7101000547,1.6312999725,1.5470000505,1.6533999443,1.8284000158
D9,1.6869000196,0.2684000134,1.7783999443,1.4929000139,1.5982999802,1.7063000202,1.86650002,1.6618000269,1.5010000467,1.2694000006,1.2842999697,1.4788000584,1.5067000389,1.3575999737,1.3494999409,1.3866000175,1.7244999409,1.7438999414,1.6419999599,1.7141000032,1.8567999601,1.8737000227,2.1531000137,2.1781001091,2.1361000538,2.0099000931,1.9016000032
E9,0.9089000225,0.2410999984,1.3163000345,1.0369999409,1.0994000435,1.3234000206,1.4637999535,0.9477000237,0.97299999,0.7032999992,0.8241999745,0.9083999991,0.7360000014,0.8216999769,0.600399971,0.8482000232,1.0742000341,1.016800046,0.6726999879,0.6402999759,0.6917999983,0.6746000051,0.6553000212,0.7753000259,0.7274000049,0.9359999895,1.2565000057
F9,0.9611999989,0.2154999971,1.3560999632,1.1276999712,1.1921000481,1.0855000019,1.3932000399,1.2072999477,0.820200026,0.9240000248,0.8751000166,0.9445000291,0.7555999756,0.758400023,0.820900023,0.8682000041,1.1173000336,0.8507000208,0.8022999763,0.8133999705,0.7558000088,0.8001000285,0.8069999814,0.7889000177,0.820900023,0.888899982,1.4555000067
G9,1.3279999495,0.2386000007,1.5520000458,1.304700017,1.3327000141,1.574000001,1.8782000542,1.5861999989,1.1878999472,0.9646000266,0.9941999912,1.2666000128,1.2405999899,1.0156999826,1.0370999575,1.1974999905,1.4068000317,1.5613000393,1.288599968,1.0929000378,1.1286000013,1.2371000051,1.4665999413,1.3086999655,1.3028000593,1.5063999891,1.7683999538
H9,1.7171000242,0.1191999987,1.9471000433,1.8499000072,1.7976000309,1.869699955,1.9451999664,1.8710000515,1.6786999702,1.6926000118,1.6785000563,1.8334000111,1.6440999508,1.6018999815,1.6166000366,1.6467000246,1.7702000141,1.7640999556,1.6338000298,1.5913000107,1.5619000196,1.5658999681,1.6110999584,1.6212999821,1.6260999441,1.6902999878,1.8178999424
