Well,Mean,StDev,0;4,1;4,2;4,3;4,4;4,4;3,3;3,2;3,1;3,0;3,0;2,1;2,2;2,3;2,4;2,4;1,3;1,2;1,1;1,0;1,0;0,1;0,2;0,3;0,4;0
C2,1.4406000376,0.2105000019,1.4347000122,1.4694999456,1.4711999893,1.5989999771,1.7201999426,1.7299000025,1.4474999905,1.2502000332,1.2238999605,1.2805000544,1.216899991,1.1006000042,1.1734999418,1.4296000004,1.7208000422,1.7532999516,1.4520000219,1.2625999451,1.200799942,1.277099967,1.4400000572,1.3710000515,1.4666999578,1.649799943,1.8732999563
D2,1.5376000404,0.1228,1.6259000301,1.5975999832,1.5844000578,1.6394000053,1.7278000116,1.780099988,1.5187000036,1.4423999786,1.4393999577,1.5005999804,1.4443999529,1.4172999859,1.3944000006,1.4613000154,1.6855000257,1.7015000582,1.49150002,1.38349998,1.402799964,1.4349999428,1.5437999964,1.4305000305,1.4485000372,1.5874999762,1.7561000586
E2,1.5935000181,0.1136000007,1.5565999746,1.6511000395,1.5723999739,1.6504000425,1.7570999861,1.7999999523,1.6102999449,1.6417000294,1.6850999594,1.7043999434,1.6498999596,1.6845999956,1.6107000113,1.5743999481,1.7491999865,1.6542999744,1.4304000139,1.4876999855,1.513299942,1.5291999578,1.399799943,1.4332000017,1.3842999935,1.4816999435,1.6255999804
F2,1.8360999823,0.1190000027,1.7726000547,1.7724000216,1.7177000046,1.798699975,2.0404999256,1.9040000439,1.7354999781,1.600900054,1.6353000402,1.7316000462,1.8759000301,1.8730000257,1.7785999775,1.6483000517,1.88349998,1.9444999695,1.7903000116,1.9386999607,2.0102000237,1.8391000032,1.8365000486,1.8870999813,1.9816000462,1.90989995,1.9957000017
G2,0.7552000284,0.2535000145,0.6977999806,0.5351999998,0.5795000196,1.0303000212,1.4227000475,0.3488999903,0.9926000237,0.584100008,0.5415999889,0.5152999759,0.5415999889,0.6353999972,0.8499000072,1.1240999699,0.3743999898,1.1474000216,0.945200026,0.7771999836,0.6554999948,0.6746000051,0.7192000151,0.8360000253,0.7032999992,0.885800004,0.7620000243
H2,2.1263999939,0.203700006,2.3487000465,2.3561000824,2.2551999092,2.2255001068,2.2083001137,2.0999999046,2.1872000694,1.9846999645,2.2097001076,2.3469998837,2.1974000931,2.1807999611,2.2385001183,2.0982000828,1.8854000568,1.7872999907,1.7190999985,2.1215000153,2.1426999569,2.2887001038,2.293900013,2.4033000469,2.0855000019,1.7490999699,1.7461999655
A3,1.3774000406,0.1968999952,1.1694999933,1.1955000162,1.2602000237,1.4049999714,1.4961999655,1.6265000105,1.3415999413,1.2700999975,1.1677000523,1.2022000551,1.2862000465,1.2166999578,1.2694000006,1.2946000099,1.9426000118,1.8090000153,1.3314000368,1.3085000515,1.2989000082,1.3504999876,1.5288000107,1.5937999487,1.4170000553,1.4433000088,1.2100000381
B3,1.0823999643,0.2425999939,1.0992000103,1.163599968,1.1305999756,1.2628999949,1.3725999594,1.5561000109,1.0801999569,0.7605999708,0.8072999716,0.8582999706,0.8931000233,0.8154000044,0.9057999849,1.084100008,1.5559999943,1.4765000343,1.0376000404,0.8712999821,0.8831999898,0.878000021,0.9361000061,0.9358000159,1.0420000553,1.2218999863,1.4328000546
C3,0.9670000076,0.6880000234,0.9348000288,0.9423000216,0.8511999846,1.6872999668,1.7856999636,1.8889000416,1.1190999746,0.2518999875,0.5641000271,0.6517000198,0.3984999955,0.1851000041,0.2321999967,0.8497999907,2.1863000393,2.0546998978,1.1424000263,0.476000011,0.2141000032,0.1889999956,0.2001000047,0.2375999987,1.4291000366,1.7836999893,1.9194999933
D3,1.8574999571,0.1319999993,1.8846999407,1.7869999409,1.7654000521,1.8755999804,2.0443000793,2.0339000225,1.8080999851,1.7484999895,1.7071000338,1.6960999966,1.7015000582,1.6715999842,1.7611000538,1.8334000111,2.0703999996,2.0975999832,1.9270000458,1.8042000532,1.7263000011,1.7647999525,1.9039000273,1.8537000418,1.9349999428,2.0875999928,1.9494999647
E3,1.2630000114,0.2161000073,1.263800025,1.3361999989,1.4447000027,1.5362000465,1.6105999947,1.6523000002,1.2641999722,1.1756999493,1.1332000494,1.1478999853,1.0503000021,1.0642999411,1.13349998,1.1525000334,1.6123000383,1.6936000586,1.108899951,1.1171000004,1.0650000572,0.9883000255,1.1277999878,1.1509000063,1.0549000502,1.2235000134,1.4660999775
F3,1.4471999407,0.2119999975,1.3021999598,1.2920000553,1.3671000004,1.4823000431,1.627300024,1.6780999899,1.4040999413,1.2838000059,1.2735999823,1.3493000269,1.2799999714,1.2100000381,1.2599999905,1.3946000338,1.7927000523,1.8825000525,1.5418000221,1.2690999508,1.1555000544,1.1931999922,1.5039000511,1.5,1.5887999535,1.6988999844,1.8489999771
G3,1.1016999483,0.1876000017,1.3335000277,1.1384999752,1.109400034,1.3279999495,1.5112999678,1.1967999935,1.0703999996,0.9496999979,0.9862999916,1.1390000582,0.9718000293,0.9164000154,0.8651000261,0.9322999716,1.0644999743,1.1783000231,1.0226000547,0.9046999812,0.8220999837,0.9761999846,1.0695999861,1.0206999779,1.1780999899,1.3497999907,1.5082999468
H3,0.9375,0.1700000018,1.1098999977,0.9650999904,1.0700999498,1.2056000233,1.3324999809,1.0137000084,0.9555000067,0.9445000291,0.7958999872,0.8325999975,0.8083999753,0.7099000216,0.8302000165,0.8589000106,1.0629999638,0.9656999707,0.9318000078,0.752300024,0.7103000283,0.7494999766,0.94599998,0.7876999974,0.7874000072,1.0647000074,1.2458000183
A4,1.6272000074,0.1324999928,1.6319999695,1.5699000359,1.5821000338,1.7802000046,1.5776000023,1.7740000486,1.8299000263,1.5673999786,1.5360000134,1.5893000364,1.5930999517,1.5477000475,1.5715999603,1.6582000256,1.9373999834,1.7761000395,1.7167999744,1.5490000248,1.516100049,1.6231000423,1.5499000549,1.5461000204,1.611899972,1.7709000111,1.2743999958
B4,1.0789999962,0.3820999861,1.0964000225,1.2604000568,1.1816999912,1.5548000336,1.6180000305,1.701300025,1.3725999594,1.1423000097,0.894200027,0.646600008,0.5662999749,0.6607999802,0.7918000221,1.0796999931,1.809499979,1.6353000402,0.9548000097,0.7139999866,0.6208000183,0.6089000106,0.7296000123,0.8015000224,0.9580000043,1.3092000484,1.2654000521
C4,1.5433000326,0.2018000036,1.521600008,1.5068999529,1.5995999575,1.75,1.7122000456,1.7911000252,1.6258000135,1.3820999861,1.2546999454,1.3536000252,1.2045999765,1.2182999849,1.3159999847,1.5911999941,1.8767000437,1.815500021,1.6332000494,1.4629000425,1.2872999907,1.3657000065,1.7440999746,1.648900032,1.662899971,1.7621999979,1.4954999685
D4,1.2630000114,0.3585999906,1.3389999866,0.8220999837,1.2537000179,1.5873999596,1.7237999439,1.7756999731,1.3416999578,0.7594000101,0.9373999834,0.9083999991,0.8167999983,0.8036999702,1.1107000113,1.3849999905,1.8870999813,1.788400054,1.3022999763,1.1377999783,0.9169999957,0.9136000276,1.2153999805,1.0853999853,1.3873000145,1.8133000135,1.5614000559
E4,1.6513999701,0.3754000068,1.5501999855,1.4024000168,1.5404000282,1.8717999458,2.0668001175,1.9714000225,1.6553000212,1.0638999939,1.0103000402,1.4057999849,1.546200037,1.1518000364,0.9632999897,1.5232000351,1.9047000408,1.9496999979,1.6593999863,1.3205000162,1.6241999865,2.0395998955,2.3975999355,2.2119998932,1.847900033,1.9400000572,1.6665999889
F4,1.6413999796,0.0908000022,1.622699976,1.5421999693,1.5406999588,1.6234999895,1.7853000164,1.7129000425,1.5451999903,1.5042999983,1.5211000443,1.6549999714,1.6426999569,1.5051000118,1.5098999739,1.6109000444,1.7294000387,1.7194999456,1.6619000435,1.5759999752,1.6325999498,1.682700038,1.7367999554,1.7353999615,1.744500041,1.7627999783,1.7315000296
G4,1.4142999649,0.1235999987,1.3624999523,1.2934999466,1.3118000031,1.3262000084,1.6375999451,1.5681999922,1.2792999744,1.3012000322,1.279399991,1.3084000349,1.3420000076,1.3366999626,1.3386000395,1.3199000359,1.5133999586,1.5177999735,1.3221999407,1.3809000254,1.4514000416,1.3933000565,1.432700038,1.5342999697,1.5284999609,1.5663000345,1.7111999989
H4,0.8065999746,0.2181999981,0.7066000104,0.6761000156,0.7512000203,0.7642999887,1.2238999605,0.9914000034,0.698300004,0.6291999817,0.8199999928,0.6884999871,0.6427999735,0.6786999702,0.6029999852,0.6879000068,1.3163000345,1.3208999634,0.7781000137,0.6068999767,0.617299974,0.9391000271,0.7700999975,0.6434000134,0.6413999796,1.0520999432,0.9179999828
A5,1.4200999737,0.2720000148,1.4115999937,1.1822999716,1.2684999704,1.4084000587,1.5744999647,1.96510005,1.3301999569,1.315500021,1.2898999453,1.2461999655,1.3255000114,1.3252999783,1.271600008,1.3523999453,2.0355000496,1.7826999426,1.7404999733,1.3693000078,1.1950000525,1.0572999716,1.3602999449,1.2697000504,1.5161999464,1.9172999859,0.9911000133
B5,1.6092000008,0.1791999936,1.3738000393,1.5059000254,1.4804999828,1.6482000351,1.7941999435,1.8969000578,1.5233999491,1.5305000544,1.4574999809,1.4457000494,1.4406000376,1.5,1.5428999662,1.6957999468,1.9223999977,1.8860000372,1.7680000067,1.600399971,1.4179999828,1.5289000273,1.6873999834,1.6599999666,1.7436000109,1.8930000067,1.2874000072
C5,1.6158000231,0.1164000034,1.4400999546,1.632799983,1.6342999935,1.6240999699,1.7907999754,1.8141000271,1.668200016,1.6253000498,1.5521999598,1.5715999603,1.5920000076,1.4996999502,1.5789999962,1.6799000502,1.7961000204,1.7649999857,1.628000021,1.5606000423,1.4815000296,1.5118000507,1.6769000292,1.6200000048,1.628000021,1.7157000303,1.3085000515
D5,1.2316000462,0.2849999964,1.239199996,0.9372000098,0.9113000035,1.3384000063,1.5944000483,1.5966999531,0.9775000215,0.8464000225,0.8428000212,1.2051000595,1.0750999451,0.9588000178,0.8693000078,1.0421999693,1.6591000557,1.7200000286,1.3054000139,0.9911999702,1.0766999722,1.1821000576,1.4886000156,1.4318000078,1.4062000513,1.5992000103,1.4967000484
E5,1.1252000332,0.3551000059,1.0635999441,0.9864000082,0.8274999857,1.2618000507,1.6737999916,1.5728000402,1.2225999832,0.6722999811,0.6833999753,0.872699976,0.7479000092,0.6798999906,0.7048000097,1.0405000448,1.6204999685,1.6137000322,1.2943999767,0.7822999954,0.6958000064,0.9941999912,1.5929000378,1.1871999502,1.3105000257,1.5628000498,1.4665999413
F5,1.7642999887,0.1159999967,1.7598999739,1.763100028,1.7529000044,1.8572000265,1.9649000168,1.9246000051,1.7526999712,1.611899972,1.6210000515,1.6512999535,1.6137000322,1.6102000475,1.5735000372,1.7216000557,1.8760000467,1.8748999834,1.766299963,1.6664999723,1.655099988,1.7389999628,1.8461999893,1.8499000072,1.850900054,1.8907999992,1.9148000479
G5,1.0798000097,0.5008000135,0.7117000222,0.9229000211,0.9593999982,0.442900002,1.1050000191,1.1890000105,1.3357000351,1.5393999815,0.2734999955,0.6904000044,0.7745000124,1.6131999493,0.8335999846,1.0556000471,1.4426000118,1.8382999897,0.7544000149,1.3408000469,0.5286999941,0.2225999981,0.5360999703,1.9018000364,1.715299964,1.6500999928,1.6182999611
H5,1.2266999483,0.1164999977,1.3906999826,1.2967000008,1.2159999609,1.2973999977,1.4062999487,1.4268000126,1.1696000099,1.1703000069,1.0844999552,1.1533999443,1.0657999516,1.1286000013,1.1920000315,1.1713000536,1.3401999474,1.336400032,1.1914999485,1.1305999756,1.0700999498,1.0629999638,1.2587000132,1.1584999561,1.2014000416,1.3093999624,1.4390000105
A6,1.2403000593,0.2572999895,1.21510005,1.1399999857,1.0341000557,1.121999979,1.4532999992,1.3962999582,0.9840999842,1.0850000381,1.1301000118,1.1780999899,1.1438000202,1.1173000336,1.1217999458,1.0188000202,1.7882000208,1.6324000359,1.5785000324,1.2990000248,1.1282999516,1.0910999775,1.0614000559,1.1937999725,1.6281000376,1.7174999714,0.7504000068
B6,1.2332999706,0.2179999948,0.9950000048,0.9832000136,0.8536999822,1.1980999708,1.523900032,1.5053999424,1.0994000435,1.0728000402,1.0109000206,1.0104999542,1.0766999722,1.1277999878,1.2096999884,1.1953999996,1.5173000097,1.5741000175,1.2883000374,1.1700999737,1.3063999414,1.2001999617,1.5964000225,1.3243999481,1.3717000484,1.5891000032,1.0312000513
C6,0.923699975,0.6082000136,0.169599995,0.1633999944,0.1748999953,0.3429999948,1.3131999969,1.3708000183,1.2444000244,1.0801000595,0.2167000026,0.2413000017,0.1670999974,0.4395999908,0.7365999818,1.049399972,1.8978999853,1.6469000578,1.6751999855,1.5134999752,0.2757999897,0.4952999949,1.6085000038,1.0405000448,1.3157000542,1.8683999777,1.0460000038
D6,1.2472000122,0.280099988,0.8407999873,1.0092999935,1.1815999746,1.3100999594,1.5737999678,1.6261999607,1.2891000509,1.057199955,0.9115999937,0.8565000296,0.9726999998,0.9779000282,1.1809999943,1.4165999889,1.6686999798,1.6686999798,1.538599968,1.2641999722,1.095600009,0.9988999963,1.2872999907,1.3674999475,1.5031000376,1.6835000515,0.8988000154
E6,1.2366000414,0.3273999989,1.2489999533,1.3622000217,1.1801999807,1.3711999655,1.6872999668,1.6251000166,1.2983000278,1.1531000137,0.8551999927,1.1196000576,0.7649999857,0.6486999989,1.0207999945,1.3660999537,1.7763999701,1.7059999704,1.4010000229,1.006000042,0.7591999769,0.8399000168,1.2749999762,1.2138999701,1.4687999487,1.7726999521,0.9941999912
F6,0.8220000267,0.4357999861,0.9570999742,0.9136999846,0.8464999795,0.6283000112,1.2802000046,1.6024999619,0.9067000151,0.5860000253,0.5799000263,0.3959999979,0.2133000046,0.2854000032,0.2128999978,0.668900013,1.0426000357,1.3023999929,1.0065000057,0.7914999723,0.2170999944,0.366899997,1.1571999788,0.4156999886,1.0463000536,1.5181000233,1.6082999706
G6,1.1504000425,0.1817000061,1.1950999498,1.1182999611,0.9803000093,1.1585999727,1.2927000523,1.0714999437,0.9736999869,1.0212999582,1.0386999846,1.0147999525,0.9847999811,0.9375,1.0269999504,1.0088000298,1.0551999807,1.331799984,1.273900032,1.1829999685,0.9775000215,1.1425000429,1.2817000151,1.173699975,1.3034000397,1.6109999418,1.6038000584
H6,0.9348000288,0.1657000035,0.793900013,1.0253000259,0.8661999702,0.7714999914,1.050999999,0.9372000098,0.7286000252,0.8715999722,0.878000021,0.8220000267,0.7727000117,0.8353000283,0.8076999784,0.7628999949,0.8798000216,1.1708999872,0.8590000272,0.8659999967,0.9120000005,0.8184999824,1.1016000509,1.1217999458,1.2522000074,1.138800025,1.325799942
A7,1.3357000351,0.3156999946,1.0789999962,1.168200016,1.4825999737,1.5475000143,1.516299963,1.7055000067,1.565500021,1.2718000412,1.0152000189,0.7730000019,0.8381999731,0.9372000098,1.3352999687,1.5470000505,1.6615999937,1.4983999729,1.6097999811,1.4443999529,1.2332999706,1.1561000347,1.5360000134,1.6223000288,1.6578999758,1.6097999811,0.5802000165
B7,1.094900012,0.2091999948,0.9509999752,0.9659000039,0.9121000171,0.9840999842,1.3775000572,1.4012999535,0.9356999993,0.9908999801,0.9556999803,0.9782000184,0.9965999722,0.9732000232,0.959800005,0.9781000018,1.4197000265,1.4453999996,1.0658999681,0.9417999983,0.9764000177,0.9825999737,1.3184000254,1.4529999495,1.1962000132,1.4222999811,0.7900999784
C7,0.8115000129,0.6498000026,0.3632000089,0.5002999902,0.3427000046,1.0477000475,1.8386000395,1.6440000534,0.3609000146,0.4131000042,0.246299997,0.2229000032,0.2274000049,0.2210000008,0.2079000026,0.8974000216,1.9527000189,1.8111000061,1.5520999432,0.2608999908,0.2305999994,0.2764999866,1.0978000164,0.3233999908,1.3759000301,1.9493999481,0.9239000082
D7,1.2184000015,0.3174000084,1.0080000162,0.9686999917,1.1703000069,1.2578999996,1.5943000317,1.636500001,1.2898000479,0.9379000068,0.77700001,0.736899972,0.8312000036,0.7605999708,1.0806000233,1.3896000385,1.595600009,1.5967999697,1.3460999727,1.1217999458,1.027099967,1.0590000153,1.628000021,1.5414999723,1.5946999788,1.6311000586,0.8787999749
E7,1.1291999817,0.288199991,1.1081000566,0.75,0.7937999964,1.0927000046,1.4046000242,1.1439000368,0.9315000176,0.7657999992,0.6779000163,0.9434999824,1.0723999739,0.9010000229,0.7954999804,1.0211000443,1.3408000469,1.5931999683,1.3169000149,1.1123000383,1.1913000345,1.2539999485,1.505300045,1.4775999784,1.5371999741,1.636500001,0.8633000255
F7,0.7375000119,0.5723000169,0.2477999926,0.5343999863,0.3298999965,0.7645999789,1.7386000156,0.6148999929,0.3061999977,0.2307000011,0.2146999985,1.3786000013,1.2963000536,0.175699994,0.1684000045,0.2104000002,1.122699976,1.8493000269,1.3424999714,0.2049999982,0.1633999944,0.5426999927,0.9941999912,0.4632999897,0.5453000069,1.8853000402,1.113499999
G7,1.3708000183,0.1620000005,1.2125999928,1.1907000542,1.17900002,1.263800025,1.57099998,1.6663999557,1.328600049,1.1855000257,1.2724000216,1.3198000193,1.336599946,1.2388999462,1.1584000587,1.3841999769,1.6499999762,1.4871000051,1.2879999876,1.2725000381,1.3521000147,1.4404000044,1.6082999706,1.6887999773,1.4735000134,1.3869999647,1.3144999743
H7,0.9095000029,0.2678000033,0.6394000053,0.7529000044,0.7706000209,0.8169999719,0.9990000129,0.752399981,0.6757000089,0.7031000257,0.7706000209,0.6547999978,0.7357000113,0.7512000203,0.6794999838,0.6671000123,0.8027999997,1.2425999641,1.0556000471,0.8549000025,0.7896999717,0.8320000172,1.345600009,1.2056000233,1.3470000029,1.4823000431,1.4095000029
A8,1.613499999,0.2583000064,1.5784000158,1.5139000416,1.5372999907,1.6539000273,1.6499999762,1.8887000084,1.7106000185,1.5716999769,1.4768999815,1.5325000286,1.5335999727,1.5118000507,1.6432000399,1.7783000469,1.8897999525,1.4888999462,1.8241000175,1.7189999819,1.6438000202,1.6385999918,1.790899992,1.7706999779,1.8181999922,1.643599987,0.5289000273
B8,0.8625000119,0.5234000087,0.5207999945,1.162899971,0.7706000209,1.4013999701,1.5311000347,1.6605000496,0.3937000036,0.1623000056,0.1520999968,0.9725999832,0.5803999901,0.301699996,0.5325000286,0.7843000293,1.7520999908,1.5134999752,1.0959999561,0.1925999969,0.2243999988,0.4936999977,0.8083999753,0.8241000175,1.540899992,1.5505000353,0.6389999986
C8,1.6478999853,0.2217999995,1.5812000036,1.5944999456,1.6447000504,1.7641999722,1.8776999712,1.8380000591,1.6899000406,1.5642000437,1.4823999405,1.5212999582,1.5088000298,1.4845000505,1.4924000502,1.6556999683,1.8388999701,1.8461999893,1.7778999805,1.6303999424,1.5514999628,1.5592000484,1.7998000383,1.8385000229,1.8733999729,1.9365999699,0.8453000188
D8,1.2474000454,0.3285999894,1.0749000311,0.8173000216,0.855700016,1.1924999952,1.6105999947,1.6484999657,1.038599968,1.0290000439,1.0421999693,0.8743000031,1.1276999712,0.9168000221,0.9684000015,1.1625000238,1.6395000219,1.6563999653,1.5299999714,1.2021000385,1.141299963,1.2188999653,1.7220000029,1.649799943,1.6801999807,1.6678999662,0.7178000212
E8,1.1455999613,0.3729999959,0.9564999938,0.9072999954,0.8384000063,1.0549999475,1.6246999502,1.5917999744,0.9908000231,0.7921000123,0.942900002,1.0920000076,1.0412000418,0.7454000115,0.5562999845,0.7925000191,1.5291999578,1.725200057,1.4515000582,0.7919999957,0.9147999883,0.8826000094,1.5125999451,1.6040999889,1.6904000044,1.7312999964,0.8802000284
F8,1.5853999853,0.1607999951,1.6610000134,1.6124999523,1.4932999611,1.5142999887,1.712100029,1.7419999838,1.513100028,1.4635000229,1.5184999704,1.5273000002,1.4735000134,1.4038000107,1.4470000267,1.5595999956,1.8006999493,1.8739999533,1.6804000139,1.5228999853,1.4947999716,1.5820000172,1.6684999466,1.6779999733,1.7618000507,1.8114999533,1.1181000471
G8,1.6906000376,0.1033999994,1.7079999447,1.6668000221,1.6096999645,1.6606999636,1.7681000233,1.7237000465,1.6040999889,1.7077000141,1.5413999557,1.640599966,1.6569000483,1.6469000578,1.619500041,1.6385999918,1.7352999449,1.7802000046,1.7321000099,1.6995999813,1.7164000273,1.7414000034,1.7691999674,1.858899951,1.8524999619,1.82099998,1.3660999537
H8,1.3789000511,0.1006999984,1.3315999508,1.4342000484,1.4401999712,1.3327000141,1.3334000111,1.2325999737,1.3367999792,1.3294999599,1.4455000162,1.388100028,1.3978999853,1.3178999424,1.1802999973,1.337299943,1.3975000381,1.665199995,1.2520999908,1.3255000114,1.3215999603,1.3265999556,1.4757000208,1.4720000029,1.425999999,1.4400000572,1.5313999653
A9,1.0263999701,0.4675000012,0.5910999775,0.5795000196,0.6083999872,0.8122000098,1.5600999594,1.4842000008,0.7433999777,0.5406000018,0.5485000014,0.5375000238,0.5759000182,0.5986999869,0.7700999975,0.9779000282,1.4934999943,1.2120000124,1.4717999697,1.3443000317,1.024600029,0.8619999886,1.8052999973,1.8207000494,1.7696000338,1.4775999784,0.4501999915
B9,1.149799943,0.3544999957,0.8039000034,0.9372000098,1.0442999601,1.2238999605,1.6577999592,1.7343000174,0.9907000065,0.9416999817,0.7441999912,0.6872000098,0.66049999,0.9018999934,0.9125999808,1.2825000286,1.6644999981,1.4355000257,1.4916000366,1.1262999773,1.0200999975,0.9401000142,1.4664000273,1.4277000427,1.673699975,1.4275000095,0.5498999953
C9,1.3638000488,0.2876999974,1.1984000206,1.1785000563,1.1483000517,1.3507000208,1.700600028,1.7124999762,1.3265000582,1.0891000032,1.0571000576,1.0880999565,1.1039999723,1.0803999901,1.1870000362,1.3346999884,1.7275999784,1.7089999914,1.603399992,1.3758000135,1.3066999912,1.3662999868,1.6462999582,1.6569000483,1.7374999523,1.7280999422,0.6812000275
D9,1.6892000437,0.320600003,1.6014000177,1.6289000511,1.6151000261,1.766100049,2.1108000278,2.0927000046,1.7281999588,1.5499000549,1.3933999538,1.4644999504,1.5072000027,1.4013999701,1.5613000393,1.7809000015,2.1361999512,1.9603999853,1.9092999697,1.6706000566,1.496999979,1.5234999657,1.9653999805,1.9427000284,1.9916000366,1.8231999874,0.608799994
E9,0.9276999831,0.6236000061,0.8647000194,1.0303000212,0.9692000151,0.6600999832,1.9829000235,1.4349000454,0.510800004,0.2313999981,0.3731999993,0.247299999,0.167899996,0.1714999974,0.1799000055,0.3504000008,1.6211999655,1.6793999672,0.9789999723,0.9865000248,1.0321999788,0.2415000051,1.5829999447,1.6978000402,2.0118999481,1.649099946,0.5360999703
F9,1.3377000093,0.2506000102,1.1319999695,0.9523000121,0.9821000099,1.3408000469,1.6182999611,1.5334000587,1.2994999886,1.0633000135,1.0255000591,1.0582000017,1.2855000496,1.1168999672,1.1568000317,1.3845000267,1.5688999891,1.6093000174,1.5217000246,1.4171999693,1.3609000444,1.3805999756,1.6382000446,1.6886999607,1.6892999411,1.6459000111,0.9733999968
G9,1.2146999836,0.199300006,1.1097999811,1.0349999666,0.9916999936,1.1564999819,1.5003000498,1.3508000374,1.0342999697,0.983799994,1.0015000105,1.0586999655,1.1145999432,1.0562000275,1.0046000481,1.0752999783,1.377300024,1.5053999424,1.1962000132,1.1066000462,1.1657999754,1.2266000509,1.5397000313,1.516100049,1.5149999857,1.5140999556,1.2305999994
H9,1.4502999783,0.0905999988,1.3494000435,1.3664000034,1.3856999874,1.3913999796,1.545699954,1.578799963,1.3437999487,1.3213000298,1.3490999937,1.4465999603,1.3725999594,1.4608000517,1.5197000504,1.3978999853,1.5686999559,1.4926999807,1.5090999603,1.5628000498,1.5563999414,1.6463999748,1.4596999884,1.3632999659,1.3842999935,1.4607000351,1.423699975
